code+description
01.47.9+Sonstige Haltung von Nutzgeflügel
01.49+Sonstige Tierhaltung
01.49.0+Sonstige Tierhaltung
01.5+Gemischte Landwirtschaft
01.50+Gemischte Landwirtschaft
01.50.0+Gemischte Landwirtschaft
01.6+Erbringung von landwirtschaftlichen Dienstleistungen
01.61+Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau
01.61.0+Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau
01.62+Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung
01.62.0+Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung
01.63+Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung
01.63.0+Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung
01.64+Saatgutaufbereitung
01.64.0+Saatgutaufbereitung
01.7+Jagd, Fallenstellerei und damit verbundene Tätigkeiten
01.70+Jagd, Fallenstellerei und damit verbundene Tätigkeiten
01.70.0+Jagd, Fallenstellerei und damit verbundene Tätigkeiten
02+Forstwirtschaft und Holzeinschlag
02.1+Forstwirtschaft
02.10+Forstwirtschaft
02.10.0+Forstwirtschaft
02.2+Holzeinschlag
02.20+Holzeinschlag
02.20.0+Holzeinschlag
02.3+Sammeln von wild wachsenden Produkten (ohne Holz)
02.30+Sammeln von wild wachsenden Produkten (ohne Holz)
02.30.0+Sammeln von wild wachsenden Produkten (ohne Holz)
02.4+Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag
02.40+Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag
02.40.0+Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag
03+Fischerei und Aquakultur
03.1+Fischerei
03.11+Meeresfischerei
03.11.0+Meeresfischerei
03.12+Süßwasserfischerei
03.12.0+Süßwasserfischerei
03.2+Aquakultur
03.21+Meeresaquakultur
03.21.0+Meeresaquakultur
03.22+Süßwasseraquakultur
03.22.0+Süßwasseraquakultur
B+Bergbau und Gewinnung von Steinen und Erden
05+Kohlenbergbau
05.1+Steinkohlenbergbau
05.10+Steinkohlenbergbau
05.10.0+Steinkohlenbergbau
05.2+Braunkohlenbergbau
05.20+Braunkohlenbergbau
05.20.0+Braunkohlenbergbau
06+Gewinnung von Erdöl und Erdgas
06.1+Gewinnung von Erdöl
06.10+Gewinnung von Erdöl
06.10.0+Gewinnung von Erdöl
06.2+Gewinnung von Erdgas
06.20+Gewinnung von Erdgas
06.20.0+Gewinnung von Erdgas
07+Erzbergbau
07.1+Eisenerzbergbau
07.10+Eisenerzbergbau
07.10.0+Eisenerzbergbau
07.2+NE-Metallerzbergbau
07.21+Bergbau auf Uran- und Thoriumerze
07.21.0+Bergbau auf Uran- und Thoriumerze
07.29+Sonstiger NE-Metallerzbergbau
07.29.0+Sonstiger NE-Metallerzbergbau
08+Gewinnung von Steinen und Erden, sonstiger Bergbau
08.1+Gewinnung von Natursteinen, Kies, Sand, Ton und Kaolin
08.11+Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer
08.11.0+Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer
08.12+Gewinnung von Kies, Sand, Ton und Kaolin
08.12.0+Gewinnung von Kies, Sand, Ton und Kaolin
08.9+Sonstiger Bergbau; Gewinnung von Steinen und Erden a. n. g.
08.91+Bergbau auf chemische und Düngemittelminerale
08.91.0+Bergbau auf chemische und Düngemittelminerale
08.92+Torfgewinnung
08.92.0+Torfgewinnung
08.93+Gewinnung von Salz
08.93.0+Gewinnung von Salz
08.99+Gewinnung von Steinen und Erden a. n. g.
08.99.0+Gewinnung von Steinen und Erden a. n. g.
09+Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden
09.1+Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas
09.10+Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas
09.10.0+Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas
09.9+Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden
09.90+Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden
09.90.0+Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden
C+Verarbeitendes Gewerbe
10+Herstellung von Nahrungs- und Futtermitteln
10.1+Schlachten und Fleischverarbeitung
10.11+Schlachten (ohne Schlachten von Geflügel)
10.11.0+Schlachten (ohne Schlachten von Geflügel)
10.12+Schlachten von Geflügel
10.12.0+Schlachten von Geflügel
10.13+Fleischverarbeitung
10.13.0+Fleischverarbeitung
10.2+Fischverarbeitung
10.20+Fischverarbeitung
10.20.0+Fischverarbeitung
10.3+Obst- und Gemüseverarbeitung
10.31+Kartoffelverarbeitung
10.31.0+Kartoffelverarbeitung
10.32+Herstellung von Frucht- und Gemüsesäften
10.32.0+Herstellung von Frucht- und Gemüsesäften
10.39+Sonstige Verarbeitung von Obst und Gemüse
10.39.0+Sonstige Verarbeitung von Obst und Gemüse
10.4+Herstellung von pflanzlichen und tierischen Ölen und Fetten
10.41+Herstellung von Ölen und Fetten (ohne Margarine u.ä. Nahrungsfette)
10.41.0+Herstellung von Ölen und Fetten (ohne Margarine u.ä. Nahrungsfette)
10.42+Herstellung von Margarine u. ä. Nahrungsfetten
10.42.0+Herstellung von Margarine u. ä. Nahrungsfetten
10.5+Milchverarbeitung
10.51+Milchverarbeitung (ohne Herstellung von Speiseeis)
10.51.0+Milchverarbeitung (ohne Herstellung von Speiseeis)
10.52+Herstellung von Speiseeis
10.52.0+Herstellung von Speiseeis
10.6+Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen
10.61+Mahl- und Schälmühlen
10.61.0+Mahl- und Schälmühlen
10.62+Herstellung von Stärke und Stärkeerzeugnissen
10.62.0+Herstellung von Stärke und Stärkeerzeugnissen
10.7+Herstellung von Back- und Teigwaren
10.71+Herstellung von Backwaren (ohne Dauerbackwaren)
10.71.0+Herstellung von Backwaren (ohne Dauerbackwaren)
10.72+Herstellung von Dauerbackwaren
10.72.0+Herstellung von Dauerbackwaren
10.73+Herstellung von Teigwaren
10.73.0+Herstellung von Teigwaren
10.8+Herstellung von sonstigen Nahrungsmitteln
10.81+Herstellung von Zucker
10.81.0+Herstellung von Zucker
10.82+Herstellung von Süßwaren (ohne Dauerbackwaren)
10.82.0+Herstellung von Süßwaren (ohne Dauerbackwaren)
10.83+Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz
10.83.0+Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz
10.84+Herstellung von Würzmitteln und Soßen
10.84.0+Herstellung von Würzmitteln und Soßen
10.85+Herstellung von Fertiggerichten
10.85.0+Herstellung von Fertiggerichten
10.86+Herstellung von homogenisierten und diätetischen Nahrungsmitteln
10.86.0+Herstellung von homogenisierten und diätetischen Nahrungsmitteln
10.89+Herstellung von sonstigen Nahrungsmitteln a. n. g.
10.89.0+Herstellung von sonstigen Nahrungsmitteln a. n. g.
10.9+Herstellung von Futtermitteln
10.91+Herstellung von Futtermitteln für Nutztiere
10.91.0+Herstellung von Futtermitteln für Nutztiere
10.92+Herstellung von Futtermitteln für sonstige Tiere
10.92.0+Herstellung von Futtermitteln für sonstige Tiere
11+Getränkeherstellung
11.0+Getränkeherstellung
11.01+Herstellung von Spirituosen
11.01.0+Herstellung von Spirituosen
11.02+Herstellung von Traubenwein
11.02.0+Herstellung von Traubenwein
11.03+Herstellung von Apfelwein und anderen Fruchtweinen
11.03.0+Herstellung von Apfelwein und anderen Fruchtweinen
11.04+Herstellung von Wermutwein und sonstigen aromatisierten Weinen
11.04.0+Herstellung von Wermutwein und sonstigen aromatisierten Weinen
11.05+Herstellung von Bier
11.05.0+Herstellung von Bier
11.06+Herstellung von Malz
11.06.0+Herstellung von Malz
11.07+Herstellung von Erfrischungsgetränken; Gewinnung natürlicher Mineralwässer
11.07.0+Herstellung von Erfrischungsgetränken; Gewinnung natürlicher Mineralwässer
12+Tabakverarbeitung
12.0+Tabakverarbeitung
12.00+Tabakverarbeitung
12.00.0+Tabakverarbeitung
13+Herstellung von Textilien
13.1+Spinnstoffaufbereitung und Spinnerei
13.10+Spinnstoffaufbereitung und Spinnerei
13.10.0+Spinnstoffaufbereitung und Spinnerei
13.2+Weberei
13.20+Weberei
13.20.0+Weberei
13.3+Veredlung von Textilien und Bekleidung
13.30+Veredlung von Textilien und Bekleidung
13.30.0+Veredlung von Textilien und Bekleidung
13.9+Herstellung von sonstigen Textilwaren
13.91+Herstellung von gewirktem und gestricktem Stoff
13.91.0+Herstellung von gewirktem und gestricktem Stoff
13.92+Herstellung von konfektionierten Textilwaren (ohne Bekleidung)
13.92.0+Herstellung von konfektionierten Textilwaren (ohne Bekleidung)
13.93+Herstellung von Teppichen
13.93.0+Herstellung von Teppichen
13.94+Herstellung von Seilerwaren
13.94.0+Herstellung von Seilerwaren
13.95+Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung)
13.95.0+Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung)
13.96+Herstellung von technischen Textilien
13.96.0+Herstellung von technischen Textilien
13.99+Herstellung von sonstigen Textilwaren a. n. g.
13.99.0+Herstellung von sonstigen Textilwaren a. n. g.
14+Herstellung von Bekleidung
14.1+Herstellung von Bekleidung (ohne Pelzbekleidung)
14.11+Herstellung von Lederbekleidung
14.11.0+Herstellung von Lederbekleidung
14.12+Herstellung von Arbeits- und Berufsbekleidung
14.12.0+Herstellung von Arbeits- und Berufsbekleidung
14.13+Herstellung von sonstiger Oberbekleidung
14.13.1+Herstellung von gewebter Oberbekleidung für Herren und Knaben
14.13.2+Herstellung von gewebter Oberbekleidung für Damen und Mädchen
14.13.3+Herstellung von gewirkter und gestrickter Oberbekleidung
14.14+Herstellung von Wäsche
14.14.1+Herstellung von gewebter Wäsche (ohne Miederwaren)
14.14.2+Herstellung von gewirkter und gestrickter Wäsche (ohne Miederwaren)
14.14.3+Herstellung von Miederwaren
14.19+Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.
14.19.0+Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.
14.2+Herstellung von Pelzwaren
14.20+Herstellung von Pelzwaren
14.20.0+Herstellung von Pelzwaren
14.3+Herstellung von Bekleidung aus gewirktem und gestricktem Stoff
14.31+Herstellung von Strumpfwaren
14.31.0+Herstellung von Strumpfwaren
14.39+Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff
14.39.0+Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff
15+Herstellung von Leder, Lederwaren und Schuhen
15.1+Herstellung von Leder und Lederwaren (ohne Herstellung von Lederbekleidung)
15.11+Herstellung von Leder und Lederfaserstoff; Zurichtung und Färben von Fellen
15.11.0+Herstellung von Leder und Lederfaserstoff; Zurichtung und Färben von Fellen
15.12+Lederverarbeitung (ohne Herstellung von Lederbekleidung)
15.12.0+Lederverarbeitung (ohne Herstellung von Lederbekleidung)
15.2+Herstellung von Schuhen
15.20+Herstellung von Schuhen
15.20.0+Herstellung von Schuhen
16+Herstellung von Holz-, Flecht-, Korb- und Korkwaren (ohne Möbel)
16.1+Säge-, Hobel- und Holzimprägnierwerke
16.10+Säge-, Hobel- und Holzimprägnierwerke
16.10.0+Säge-, Hobel- und Holzimprägnierwerke
16.2+Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren (ohne Möbel)
16.21+Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten
16.21.0+Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten
16.22+Herstellung von Parketttafeln
16.22.0+Herstellung von Parketttafeln
16.23+Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz
16.23.0+Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz
16.24+Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz
16.24.0+Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz
16.29+Herstellung von Holzwaren a. n. g., Kork-, Flecht- und Korbwaren (ohne Möbel)
16.29.0+Herstellung von Holzwaren a. n. g., Kork-, Flecht- und Korbwaren (ohne Möbel)
17+Herstellung von Papier, Pappe und Waren daraus
17.1+Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe
17.11+Herstellung von Holz- und Zellstoff
17.11.0+Herstellung von Holz- und Zellstoff
17.12+Herstellung von Papier, Karton und Pappe
17.12.0+Herstellung von Papier, Karton und Pappe
17.2+Herstellung von Waren aus Papier, Karton und Pappe
17.21+Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe
17.21.0+Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe
17.22+Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe
17.22.0+Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe
17.23+Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe
17.23.0+Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe
17.24+Herstellung von Tapeten
17.24.0+Herstellung von Tapeten
17.29+Herstellung von sonstigen Waren aus Papier, Karton und Pappe
17.29.0+Herstellung von sonstigen Waren aus Papier, Karton und Pappe
18+Herstellung von Druckerzeugnissen; Vervielfältigung von bespielten Ton-, Bild- und Datenträgern
18.1+Herstellung von Druckerzeugnissen
18.11+Drucken von Zeitungen
18.11.0+Drucken von Zeitungen
18.12+Drucken a. n. g.
18.12.0+Drucken a. n. g.
18.13+Druck- und Medienvorstufe
18.13.0+Druck- und Medienvorstufe
18.14+Binden von Druckerzeugnissen und damit verbundene Dienstleistungen
18.14.0+Binden von Druckerzeugnissen und damit verbundene Dienstleistungen
18.2+Vervielfältigung von bespielten Ton-, Bild- und Datenträgern
18.20+Vervielfältigung von bespielten Ton-, Bild- und Datenträgern
18.20.0+Vervielfältigung von bespielten Ton-, Bild- und Datenträgern
19+Kokerei und Mineralölverarbeitung
19.1+Kokerei
19.10+Kokerei
19.10.0+Kokerei
19.2+Mineralölverarbeitung
19.20+Mineralölverarbeitung
19.20.0+Mineralölverarbeitung
20+Herstellung von chemischen Erzeugnissen
20.1+Herstellung von chemischen Grundstoffen, Düngemitteln und Stickstoffverbindungen, Kunststoffen in Primärformen und synthetischem Kautschuk in Primärformen
20.11+Herstellung von Industriegasen
20.11.0+Herstellung von Industriegasen
20.12+Herstellung von Farbstoffen und Pigmenten
20.12.0+Herstellung von Farbstoffen und Pigmenten
20.13+Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien
20.13.0+Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien
20.14+Herstellung von sonstigen organischen Grundstoffen und Chemikalien
20.14.0+Herstellung von sonstigen organischen Grundstoffen und Chemikalien
20.15+Herstellung von Düngemitteln und Stickstoffverbindungen
20.15.0+Herstellung von Düngemitteln und Stickstoffverbindungen
20.16+Herstellung von Kunststoffen in Primärformen
20.16.0+Herstellung von Kunststoffen in Primärformen
20.17+Herstellung von synthetischem Kautschuk in Primärformen
20.17.0+Herstellung von synthetischem Kautschuk in Primärformen
20.2+Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln
20.20+Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln
20.20.0+Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln
20.3+Herstellung von Anstrichmitteln, Druckfarben und Kitten
20.30+Herstellung von Anstrichmitteln, Druckfarben und Kitten
20.30.0+Herstellung von Anstrichmitteln, Druckfarben und Kitten
20.4+Herstellung von Seifen, Wasch-, Reinigungs- und Körperpflegemitteln sowie von Duftstoffen
20.41+Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln
20.41.0+Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln
20.42+Herstellung von Körperpflegemitteln und Duftstoffen
20.42.0+Herstellung von Körperpflegemitteln und Duftstoffen
20.5+Herstellung von sonstigen chemischen Erzeugnissen
20.51+Herstellung von pyrotechnischen Erzeugnissen
20.51.0+Herstellung von pyrotechnischen Erzeugnissen
20.52+Herstellung von Klebstoffen
20.52.0+Herstellung von Klebstoffen
20.53+Herstellung von etherischen Ölen
20.53.0+Herstellung von etherischen Ölen
20.59+Herstellung von sonstigen chemischen Erzeugnissen a. n. g.
20.59.0+Herstellung von sonstigen chemischen Erzeugnissen a. n. g.
20.6+Herstellung von Chemiefasern
20.60+Herstellung von Chemiefasern
20.60.0+Herstellung von Chemiefasern
21+Herstellung von pharmazeutischen Erzeugnissen
21.1+Herstellung von pharmazeutischen Grundstoffen
21.10+Herstellung von pharmazeutischen Grundstoffen
21.10.0+Herstellung von pharmazeutischen Grundstoffen
21.2+Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen
21.20+Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen
21.20.0+Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen
22+Herstellung von Gummi- und Kunststoffwaren
22.1+Herstellung von Gummiwaren
22.11+Herstellung und Runderneuerung von Bereifungen
22.11.0+Herstellung und Runderneuerung von Bereifungen
22.19+Herstellung von sonstigen Gummiwaren
22.19.0+Herstellung von sonstigen Gummiwaren
22.2+Herstellung von Kunststoffwaren
22.21+Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen
22.21.0+Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen
22.22+Herstellung von Verpackungsmitteln aus Kunststoffen
22.22.0+Herstellung von Verpackungsmitteln aus Kunststoffen
22.23+Herstellung von Baubedarfsartikeln aus Kunststoffen
22.23.0+Herstellung von Baubedarfsartikeln aus Kunststoffen
22.29+Herstellung von sonstigen Kunststoffwaren
22.29.0+Herstellung von sonstigen Kunststoffwaren
23+Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden
23.1+Herstellung von Glas und Glaswaren
23.11+Herstellung von Flachglas
23.11.0+Herstellung von Flachglas
23.12+Veredlung und Bearbeitung von Flachglas
23.12.0+Veredlung und Bearbeitung von Flachglas
23.13+Herstellung von Hohlglas
23.13.0+Herstellung von Hohlglas
23.14+Herstellung von Glasfasern und Waren daraus
23.14.0+Herstellung von Glasfasern und Waren daraus
23.19+Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren
23.19.0+Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren
23.2+Herstellung von feuerfesten keramischen Werkstoffen und Waren
23.20+Herstellung von feuerfesten keramischen Werkstoffen und Waren
23.20.0+Herstellung von feuerfesten keramischen Werkstoffen und Waren
23.3+Herstellung von keramischen Baumaterialien
23.31+Herstellung von keramischen Wand- und Bodenfliesen und -platten
23.31.0+Herstellung von keramischen Wand- und Bodenfliesen und -platten
23.32+Herstellung von Ziegeln und sonstiger Baukeramik
23.32.0+Herstellung von Ziegeln und sonstiger Baukeramik
23.4+Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen
23.41+Herstellung von keramischen Haushaltswaren und Ziergegenständen
23.41.0+Herstellung von keramischen Haushaltswaren und Ziergegenständen
23.42+Herstellung von Sanitärkeramik
23.42.0+Herstellung von Sanitärkeramik
23.43+Herstellung von Isolatoren und Isolierteilen aus Keramik
23.43.0+Herstellung von Isolatoren und Isolierteilen aus Keramik
23.44+Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke
23.44.0+Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke
23.49+Herstellung von sonstigen keramischen Erzeugnissen
23.49.0+Herstellung von sonstigen keramischen Erzeugnissen
23.5+Herstellung von Zement, Kalk und gebranntem Gips
23.51+Herstellung von Zement
23.51.0+Herstellung von Zement
23.52+Herstellung von Kalk und gebranntem Gips
23.52.0+Herstellung von Kalk und gebranntem Gips
23.6+Herstellung von Erzeugnissen aus Beton, Zement und Gips
23.61+Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau
23.61.0+Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau
23.62+Herstellung von Gipserzeugnissen für den Bau
23.62.0+Herstellung von Gipserzeugnissen für den Bau
23.63+Herstellung von Frischbeton (Transportbeton)
23.63.0+Herstellung von Frischbeton (Transportbeton)
23.64+Herstellung von Mörtel und anderem Beton (Trockenbeton)
23.64.0+Herstellung von Mörtel und anderem Beton (Trockenbeton)
23.65+Herstellung von Faserzementwaren
23.65.0+Herstellung von Faserzementwaren
23.69+Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a. n. g.
23.69.0+Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a. n. g.
23.7+Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.
23.70+Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.
23.70.0+Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.
23.9+Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage sowie sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.
23.91+Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage
23.91.0+Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage
23.99+Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.
23.99.0+Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.
24+Metallerzeugung und -bearbeitung
24.1+Erzeugung von Roheisen, Stahl und Ferrolegierungen
24.10+Erzeugung von Roheisen, Stahl und Ferrolegierungen
24.10.0+Erzeugung von Roheisen, Stahl und Ferrolegierungen
24.2+Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl
24.20+Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl
24.20.1+Herstellung von Stahlrohren (ohne Präzisionsstahlrohre)
24.20.2+Herstellung von Präzisionsstahlrohren
24.20.3+Herstellung von Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl
24.3+Sonstige erste Bearbeitung von Eisen und Stahl
24.31+Herstellung von Blankstahl
24.31.0+Herstellung von Blankstahl
24.32+Herstellung von Kaltband mit einer Breite von weniger als 600 mm
24.32.0+Herstellung von Kaltband mit einer Breite von weniger als 600 mm
24.33+Herstellung von Kaltprofilen
24.33.0+Herstellung von Kaltprofilen
24.34+Herstellung von kaltgezogenem Draht
24.34.0+Herstellung von kaltgezogenem Draht
24.4+Erzeugung und erste Bearbeitung von NE-Metallen
24.41+Erzeugung und erste Bearbeitung von Edelmetallen
24.41.0+Erzeugung und erste Bearbeitung von Edelmetallen
24.42+Erzeugung und erste Bearbeitung von Aluminium
24.42.0+Erzeugung und erste Bearbeitung von Aluminium
24.43+Erzeugung und erste Bearbeitung von Blei, Zink und Zinn
24.43.0+Erzeugung und erste Bearbeitung von Blei, Zink und Zinn
24.44+Erzeugung und erste Bearbeitung von Kupfer
24.44.0+Erzeugung und erste Bearbeitung von Kupfer
24.45+Erzeugung und erste Bearbeitung von sonstigen NE-Metallen
24.45.0+Erzeugung und erste Bearbeitung von sonstigen NE-Metallen
24.46+Aufbereitung von Kernbrennstoffen
24.46.0+Aufbereitung von Kernbrennstoffen
24.5+Gießereien
24.51+Eisengießereien
24.51.0+Eisengießereien
24.52+Stahlgießereien
24.52.0+Stahlgießereien
24.53+Leichtmetallgießereien
24.53.0+Leichtmetallgießereien
24.54+Buntmetallgießereien
24.54.0+Buntmetallgießereien
25+Herstellung von Metallerzeugnissen
25.1+Stahl- und Leichtmetallbau
25.11+Herstellung von Metallkonstruktionen
25.11.0+Herstellung von Metallkonstruktionen
25.12+Herstellung von Ausbauelementen aus Metall
25.12.0+Herstellung von Ausbauelementen aus Metall
25.2+Herstellung von Metalltanks und -behältern; Herstellung von Heizkörpern und -kesseln für Zentralheizungen
25.21+Herstellung von Heizkörpern und -kesseln für Zentralheizungen
25.21.0+Herstellung von Heizkörpern und -kesseln für Zentralheizungen
25.29+Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall
25.29.0+Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall
25.3+Herstellung von Dampfkesseln (ohne Zentralheizungskessel)
25.30+Herstellung von Dampfkesseln (ohne Zentralheizungskessel)
25.30.0+Herstellung von Dampfkesseln (ohne Zentralheizungskessel)
25.4+Herstellung von Waffen und Munition
25.40+Herstellung von Waffen und Munition
25.40.0+Herstellung von Waffen und Munition
